<?xml version="1.0" encoding="UTF-8"?>
<map version="1.0" orientation="isometric" width="50" height="50" tilewidth="64" tileheight="32">
 <tileset firstgid="1" name="tile" tilewidth="64" tileheight="96">
  <image source="Graphics/tile.png" width="256" height="96"/>
 </tileset>
 <layer name="Tilemap" width="50" height="50">
  <properties>
   <property name="skipZero" value="true"/>
  </properties>
  <data encoding="csv">
1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,2,2,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,2,2,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,2,2,4,2,2,1,1,1,1,1,2,3,4,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,
